feature1,feature2,target
1.4591098310603294,-0.38744993505790254,1.0
-0.982582070258932,0.4316022451897253,0.0
1.059435038387234,-0.03694642301512635,0.0
0.3144811647906257,0.8118081663411933,0.0
1.017577580032074,0.2867166359928144,0.0
1.6206334514954943,-0.33807876353521793,1.0
1.4700464416193362,-0.2196095477375905,1.0
-0.8308258582893241,0.19159651563288488,0.0
0.013024847633402718,0.17960108778850442,1.0
2.1618449984010244,0.3394320368666737,1.0
0.5277008588534753,-0.3734604814901715,1.0
-0.5981643508279038,0.6695880699165155,0.0
0.18526784158262727,-0.2346145685161864,1.0
1.24544611537309,-0.4318716981647832,1.0
0.3882162557375319,0.04192597722396557,1.0
1.8494102223200937,0.1674296799653791,1.0
0.40677551808494333,0.973278228625012,0.0
1.7789447092509574,0.2648068553931159,1.0
1.22656828913242,-0.3514567038607985,1.0
-0.316666481624011,0.8877016092899725,0.0
1.3298584193386978,-0.406177633225718,1.0
-0.2300887052548362,0.7724364615002459,0.0
0.9315101544473964,0.1384248565759285,0.0
0.9236718947791714,-0.4389684846483716,1.0
0.9983543085044078,-0.4069777892569935,1.0
-0.9063209609204947,0.15491323571550444,0.0
0.6419848205838237,0.8136690499011486,0.0
0.6779542082160386,0.8604669901518938,0.0
-0.4456321525277666,0.8745381372070115,0.0
-0.27020187891632186,0.8383700349843671,0.0
0.8731131645178086,0.6657523681689709,0.0
0.4695854542246698,0.8311320961335354,0.0
0.9438495870420984,-0.5169941313668074,1.0
0.6795928254691589,0.7950416683152203,0.0
-1.0818601581282168,0.261515421277852,0.0
-0.6259659360644935,0.5006381151845862,0.0
0.7668053717452237,-0.3852306216512225,1.0
0.4377695451800572,0.7814935318607891,0.0
-0.23638650300361325,1.0182054084696837,0.0
1.2483246446442084,-0.41332496672322294,1.0
1.0174284030041325,0.1247448779845673,0.0
0.3580370449415157,-0.06780989568809723,1.0
1.9299652291451157,0.13063949173701614,1.0
-1.064237759195041,0.3680966406274197,0.0
0.28711135458537995,-0.25314774357915204,1.0
1.3921225098499346,-0.4529581382281364,1.0
1.1218780524283596,0.03825805789162265,0.0
0.19115825827142735,-0.123672096938192,1.0
2.0118392893033405,0.2715981745882668,1.0
-0.4862195478788965,0.8392687283050001,0.0
-0.6154975483856547,1.0053218950264715,0.0
1.2045195580543409,-0.49771667821868504,1.0
0.1252777586571341,0.5053664690111928,1.0
1.0720181996863531,-0.5213301072187192,1.0
1.2074006192090274,-0.4421734036085258,1.0
0.07684621885125363,0.12632098185378712,1.0
0.6713490883336443,0.5113921730172066,0.0
-0.44613608748880657,0.9966522843179932,0.0
0.4986942950128451,-0.3623009185802456,1.0
0.9283674936974712,-0.5062049484056973,1.0
0.9954186729992917,0.2719731635049129,0.0
0.5793475541708657,0.7675925822398966,0.0
-0.036221188930109685,0.30095719904970497,1.0
-0.28291134008701946,0.9110646436330201,0.0
0.04050355627316839,-0.013461863184472228,1.0
1.1927908524942763,-0.4549961796308426,1.0
1.021491208432862,0.27921606567053064,0.0
-0.8301180920809763,0.3289045592662258,0.0
-0.3911031413551744,0.7842905354252085,0.0
1.4195047298664665,-0.4085653560754055,1.0
0.6416317817327216,0.7072099831084632,0.0
-0.7790131272211384,0.7152125203182108,0.0
