feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,class
-1.2727075545225583,0.34393884358470656,-1.9872292650835814,1.0532348923531847,-0.6760023191209967,-0.8832912297012666,-1.9101004005950566,-0.5642393501145194,-0.03729828833530028,-0.3565735861085575,0.0
-0.8481999405964068,0.2182459339857374,-0.573916367356691,0.1349729567758418,-0.09529743310789626,0.1610040196863347,-0.5267376854479219,0.0018711643196471428,0.20573670863829735,0.1033601031453266,0.0
2.345462196658732,0.08669356288783596,-0.513989281410791,0.2756379079158372,-0.176748796223101,-0.23638511258434836,-0.49451451890729764,-0.1490776708338666,-0.013770759292015603,-0.09615641355739848,0.0
1.8428686495070516,-0.5307725569134022,1.1469758458089991,-0.1351297953440737,0.11094770229529564,-0.6528077498422576,1.032876115991921,-0.1348703681991846,-0.5834154918553297,-0.37072477727005465,1.0
1.7298439121850069,-0.20175175815678237,1.913737748221652,-1.1985022322561218,0.759803651918698,1.3036486364242699,1.8665747713888947,0.722823200082338,0.2716393319132753,0.5680356943575503,1.0
-1.3427318238655503,0.424228356510209,-0.8204476428362582,0.033257095693402884,-0.04191583846152738,0.6228813789006696,-0.7294987540786406,0.15823690256398504,0.4984540798212639,0.34250294149423743,1.0
0.5484954791749783,0.03123899501294321,-0.4954272190436675,0.3401344682751577,-0.21433725303633816,-0.4109356688790584,-0.4876135687624961,-0.21621803783162835,-0.10853879474901586,-0.18347468851345347,0.0
-1.4484258229572236,0.8019009359058419,-1.0413193415631976,-0.3326734764822724,0.16821052297608943,1.71246897455638,-0.8707101945564116,0.5660175238128099,1.1123334500509383,0.8918683326162984,0.0
-0.1869351006199716,-0.285814471526014,1.2748751007168624,-0.5829619737750467,0.378914632131135,0.338637315200355,1.2117470365515046,0.2716543708261144,-0.09471903967899108,0.11567963933823595,1.0
0.12511067280597643,-0.05330566066647348,0.6125059523435732,-0.39962047983206284,0.25264885228872624,0.4566652470179908,0.599770555543927,0.24696100585281425,0.10745296626476306,0.20135335628401654,1.0
0.6967606574034378,-0.16590622247064288,1.5881981455395668,-0.9968006076701343,0.6318385521890982,1.087229678644021,1.5493775308152669,0.6019815626171083,0.22821042115788834,0.47405726288777467,1.0
0.2791966623445943,0.6582438181389908,-1.6254210216932308,0.32515383341643056,-0.2361670285497623,0.5964335205653128,-1.483397954091484,0.06093214728080356,0.6557559251875481,0.3623769846978819,0.0
0.4259586070828407,0.2842064689312824,-0.5488223453926044,0.021638770000264897,-0.027679738134104195,0.4181592282900797,-0.4878943981443167,0.10644164867023567,0.3342089392502919,0.22985195100466868,0.0
0.15951526548913308,-0.2990833467273325,1.4451564396213739,-0.6962657211792405,0.450455950256417,0.47101916065207505,1.3788125497305934,0.3424605216272058,-0.062023301246120766,0.17434781147485656,1.0
0.708812046742858,0.026813727633663843,-1.4221175638509937,1.065790800096383,-0.6680761087838383,-1.3995315685871343,-1.4128523810546012,-0.7077756119578226,-0.4260031425855465,-0.6357303733514869,0.0
1.2998273534539682,-0.1478217494684181,2.0771795755720364,-1.4021132326954302,0.8844957576952058,1.6639856378894304,2.040891332562814,0.8831886742080837,0.42439984767526845,0.740024443911491,1.0
-1.103486424578437,-0.28228181943391234,-0.13637261232295184,0.5075172968903617,-0.3034476634298375,-1.130943284584085,-0.19513898813390473,-0.46269642607218436,-0.5594805479086583,-0.5552326907508368,0.0
0.3645727997061251,0.31904851067841716,-1.5453669020493739,0.7456476443737642,-0.48234201611005106,-0.5063888970314498,-1.4745846601290702,-0.36728028060575185,0.06491499499834114,-0.18778044691580761,0.0
-1.1651659639014562,0.6469494158839278,-2.214856464528232,0.7987841354018989,-0.5319005789575281,-0.062049221096827645,-2.073685961955258,-0.2634838389861109,0.43838910521559404,0.059999235163988154,0.0
-0.6552291345153481,-0.7799922935971367,0.8176552499189977,0.47512309550831544,-0.25841497291195087,-1.8706760684557096,0.6522082995741361,-0.6528116317835783,-1.147122504935471,-0.9611552227529815,1.0
0.8744723554507058,-0.859858179844814,0.6996280522885647,0.6803840629613336,-0.3828486337898292,-2.2740763432801803,0.5177582397303726,-0.8253365896501056,-1.3319410022950084,-1.1563597147706624,1.0
2.105568045328755,-0.7143383951298689,0.8598494708247956,0.3489508883755862,-0.18275075738507124,-1.5966370145519115,0.7080436825519395,-0.5397086484173116,-1.0134990775187598,-0.8269916707198075,1.0
0.9686871139370735,-0.9260723579938307,0.6651916296070615,0.801331358591997,-0.45521634671462063,-2.541929473654899,0.4695434095547285,-0.9351524260439301,-1.4639943191225915,-1.287773668262227,1.0
-0.42755795211813874,-0.22461900850490996,1.4309257856752056,-0.7911734041419177,0.5061231454854581,0.7166356589075098,1.3802129790023978,0.43821857065216097,0.06880183518025282,0.2967293429152177,1.0
